candidate_id,source_project,module,file,repo_url,commit_sha,branch,source_priority,primary_target_id,target_ids,operations,priorities,matched_keywords,max_match_score,validation_status,runtime_status
CAND-0270,pulp_common_cells,cc_cdc_fifo_gray_src_data_clearable,src/cc_cdc_fifo_gray_clearable.sv,https://github.com/pulp-platform/common_cells.git,db42769334b4589b4b3fc671b34513bdb98be565,master,A,DF-02,DF-02,async_fifo,P0,cdc fifo,12,not_run,discovery_candidate
CAND-0271,pulp_common_cells,cc_cdc_fifo_gray_src_ptr,src/cc_cdc_fifo_gray.sv,https://github.com/pulp-platform/common_cells.git,db42769334b4589b4b3fc671b34513bdb98be565,master,A,DF-02,DF-02,async_fifo,P0,cdc fifo,12,not_run,discovery_candidate
CAND-0272,pulp_common_cells,cc_cdc_fifo_gray_src_ptr_clearable,src/cc_cdc_fifo_gray_clearable.sv,https://github.com/pulp-platform/common_cells.git,db42769334b4589b4b3fc671b34513bdb98be565,master,A,DF-02,DF-02,async_fifo,P0,cdc fifo,12,not_run,discovery_candidate
CAND-0273,pulp_common_cells,cc_clk_mux_glitch_free,src/cc_clk_mux_glitch_free.sv,https://github.com/pulp-platform/common_cells.git,db42769334b4589b4b3fc671b34513bdb98be565,master,A,DF-04,DF-04,mux,P0,mux,12,not_run,discovery_candidate
CAND-0274,pulp_common_cells,cc_clk_or_tree,src/cc_clk_mux_glitch_free.sv,https://github.com/pulp-platform/common_cells.git,db42769334b4589b4b3fc671b34513bdb98be565,master,A,DF-04,DF-04,mux,P0,mux,8,not_run,discovery_candidate
CAND-0275,pulp_common_cells,cc_credit_counter,src/cc_credit_counter.sv,https://github.com/pulp-platform/common_cells.git,db42769334b4589b4b3fc671b34513bdb98be565,master,A,DF-19,DF-19;NET-19,credit_based_flow_control;credit_flow_control,P1,credit counter,12,not_run,discovery_candidate
CAND-0276,pulp_common_cells,cc_isochronous_spill_register,src/cc_isochronous_spill_register.sv,https://github.com/pulp-platform/common_cells.git,db42769334b4589b4b3fc671b34513bdb98be565,master,A,DF-06,DF-06,spill_register,P0,spill register,12,not_run,discovery_candidate
CAND-0277,pulp_common_cells,cc_plru_tree,src/cc_plru_tree.sv,https://github.com/pulp-platform/common_cells.git,db42769334b4589b4b3fc671b34513bdb98be565,master,A,MEM-19,MEM-19,replacement_policy_unit,P1,plru,12,not_run,discovery_candidate
CAND-0278,pulp_common_cells,cc_spill_register,src/cc_spill_register.sv,https://github.com/pulp-platform/common_cells.git,db42769334b4589b4b3fc671b34513bdb98be565,master,A,DF-06,DF-06,spill_register,P0,spill register,12,not_run,discovery_candidate
CAND-0279,pulp_common_cells,cc_spill_register_flushable,src/cc_spill_register_flushable.sv,https://github.com/pulp-platform/common_cells.git,db42769334b4589b4b3fc671b34513bdb98be565,master,A,DF-06,DF-06,spill_register,P0,spill register,12,not_run,discovery_candidate
CAND-0280,pulp_common_cells,cc_stream_demux,src/cc_stream_demux.sv,https://github.com/pulp-platform/common_cells.git,db42769334b4589b4b3fc671b34513bdb98be565,master,A,DF-04,DF-04;DF-13,mux;stream_demux,P0,mux;stream demux,12,not_run,discovery_candidate
CAND-0281,pulp_common_cells,cc_stream_fork,src/cc_stream_fork.sv,https://github.com/pulp-platform/common_cells.git,db42769334b4589b4b3fc671b34513bdb98be565,master,A,DF-14,DF-14,stream_fork,P1,stream fork,12,not_run,discovery_candidate
CAND-0282,pulp_common_cells,cc_stream_fork_dynamic,src/cc_stream_fork_dynamic.sv,https://github.com/pulp-platform/common_cells.git,db42769334b4589b4b3fc671b34513bdb98be565,master,A,DF-14,DF-14,stream_fork,P1,stream fork,12,not_run,discovery_candidate
CAND-0283,pulp_common_cells,cc_stream_join,src/cc_stream_join.sv,https://github.com/pulp-platform/common_cells.git,db42769334b4589b4b3fc671b34513bdb98be565,master,A,DF-15,DF-15,stream_join,P1,stream join,12,not_run,discovery_candidate
CAND-0284,pulp_common_cells,cc_stream_join_dynamic,src/cc_stream_join_dynamic.sv,https://github.com/pulp-platform/common_cells.git,db42769334b4589b4b3fc671b34513bdb98be565,master,A,DF-15,DF-15,stream_join,P1,stream join,12,not_run,discovery_candidate
CAND-0285,pulp_common_cells,cc_stream_mux,src/cc_stream_mux.sv,https://github.com/pulp-platform/common_cells.git,db42769334b4589b4b3fc671b34513bdb98be565,master,A,DF-04,DF-04;DF-12,mux;stream_mux,P0,mux;stream mux,12,not_run,discovery_candidate
CAND-0286,pulp_common_cells,cdc_fifo_2phase,src/deprecated/cdc_fifo_2phase.sv,https://github.com/pulp-platform/common_cells.git,db42769334b4589b4b3fc671b34513bdb98be565,master,A,DF-02,DF-02,async_fifo,P0,cdc fifo,12,not_run,discovery_candidate
CAND-0287,pulp_common_cells,cdc_fifo_gray,src/deprecated/cdc_fifo_gray.sv,https://github.com/pulp-platform/common_cells.git,db42769334b4589b4b3fc671b34513bdb98be565,master,A,DF-02,DF-02,async_fifo,P0,cdc fifo,12,not_run,discovery_candidate
CAND-0288,pulp_common_cells,cdc_fifo_gray_clearable,src/deprecated/cdc_fifo_gray_clearable.sv,https://github.com/pulp-platform/common_cells.git,db42769334b4589b4b3fc671b34513bdb98be565,master,A,DF-02,DF-02,async_fifo,P0,cdc fifo,12,not_run,discovery_candidate
CAND-0289,pulp_common_cells,cdc_fifo_gray_dst,src/deprecated/cdc_fifo_gray.sv,https://github.com/pulp-platform/common_cells.git,db42769334b4589b4b3fc671b34513bdb98be565,master,A,DF-02,DF-02,async_fifo,P0,cdc fifo,12,not_run,discovery_candidate
CAND-0290,pulp_common_cells,cdc_fifo_gray_dst_clearable,src/deprecated/cdc_fifo_gray_clearable.sv,https://github.com/pulp-platform/common_cells.git,db42769334b4589b4b3fc671b34513bdb98be565,master,A,DF-02,DF-02,async_fifo,P0,cdc fifo,12,not_run,discovery_candidate
CAND-0291,pulp_common_cells,cdc_fifo_gray_src,src/deprecated/cdc_fifo_gray.sv,https://github.com/pulp-platform/common_cells.git,db42769334b4589b4b3fc671b34513bdb98be565,master,A,DF-02,DF-02,async_fifo,P0,cdc fifo,12,not_run,discovery_candidate
CAND-0292,pulp_common_cells,cdc_fifo_gray_src_clearable,src/deprecated/cdc_fifo_gray_clearable.sv,https://github.com/pulp-platform/common_cells.git,db42769334b4589b4b3fc671b34513bdb98be565,master,A,DF-02,DF-02,async_fifo,P0,cdc fifo,12,not_run,discovery_candidate
CAND-0293,pulp_common_cells,clk_mux_glitch_free,src/deprecated/clk_mux_glitch_free.sv,https://github.com/pulp-platform/common_cells.git,db42769334b4589b4b3fc671b34513bdb98be565,master,A,DF-04,DF-04,mux,P0,mux,12,not_run,discovery_candidate
CAND-0294,pulp_common_cells,clk_or_tree,src/deprecated/clk_mux_glitch_free.sv,https://github.com/pulp-platform/common_cells.git,db42769334b4589b4b3fc671b34513bdb98be565,master,A,DF-04,DF-04,mux,P0,mux,8,not_run,discovery_candidate
CAND-0295,pulp_common_cells,credit_counter,src/deprecated/credit_counter.sv,https://github.com/pulp-platform/common_cells.git,db42769334b4589b4b3fc671b34513bdb98be565,master,A,DF-19,DF-19;NET-19,credit_based_flow_control;credit_flow_control,P1,credit counter,20,not_run,discovery_candidate
CAND-0296,pulp_common_cells,isochronous_spill_register,src/deprecated/isochronous_spill_register.sv,https://github.com/pulp-platform/common_cells.git,db42769334b4589b4b3fc671b34513bdb98be565,master,A,DF-06,DF-06,spill_register,P0,spill register,12,not_run,discovery_candidate
CAND-0297,pulp_common_cells,plru_tree,src/deprecated/plru_tree.sv,https://github.com/pulp-platform/common_cells.git,db42769334b4589b4b3fc671b34513bdb98be565,master,A,MEM-19,MEM-19,replacement_policy_unit,P1,plru,12,not_run,discovery_candidate
CAND-0298,pulp_common_cells,spill_register,src/deprecated/spill_register.sv,https://github.com/pulp-platform/common_cells.git,db42769334b4589b4b3fc671b34513bdb98be565,master,A,DF-06,DF-06,spill_register,P0,spill register,20,not_run,discovery_candidate
CAND-0299,pulp_common_cells,spill_register_flushable,src/deprecated/spill_register_flushable.sv,https://github.com/pulp-platform/common_cells.git,db42769334b4589b4b3fc671b34513bdb98be565,master,A,DF-06,DF-06,spill_register,P0,spill register,12,not_run,discovery_candidate
CAND-0300,pulp_common_cells,stream_demux,src/deprecated/stream_demux.sv,https://github.com/pulp-platform/common_cells.git,db42769334b4589b4b3fc671b34513bdb98be565,master,A,DF-13,DF-04;DF-13,mux;stream_demux,P0,mux;stream demux,20,not_run,discovery_candidate
CAND-0301,pulp_common_cells,stream_fork,src/deprecated/stream_fork.sv,https://github.com/pulp-platform/common_cells.git,db42769334b4589b4b3fc671b34513bdb98be565,master,A,DF-14,DF-14,stream_fork,P1,stream fork,20,not_run,discovery_candidate
CAND-0302,pulp_common_cells,stream_fork_dynamic,src/deprecated/stream_fork_dynamic.sv,https://github.com/pulp-platform/common_cells.git,db42769334b4589b4b3fc671b34513bdb98be565,master,A,DF-14,DF-14,stream_fork,P1,stream fork,12,not_run,discovery_candidate
CAND-0303,pulp_common_cells,stream_join,src/deprecated/stream_join.sv,https://github.com/pulp-platform/common_cells.git,db42769334b4589b4b3fc671b34513bdb98be565,master,A,DF-15,DF-15,stream_join,P1,stream join,20,not_run,discovery_candidate
CAND-0304,pulp_common_cells,stream_join_dynamic,src/deprecated/stream_join_dynamic.sv,https://github.com/pulp-platform/common_cells.git,db42769334b4589b4b3fc671b34513bdb98be565,master,A,DF-15,DF-15,stream_join,P1,stream join,12,not_run,discovery_candidate
CAND-0305,pulp_common_cells,stream_mux,src/deprecated/stream_mux.sv,https://github.com/pulp-platform/common_cells.git,db42769334b4589b4b3fc671b34513bdb98be565,master,A,DF-12,DF-04;DF-12,mux;stream_mux,P0,mux;stream mux,20,not_run,discovery_candidate
CAND-0306,riscv_boom,BTBHarness,src/main/resources/vsrc/btb_harness.v,https://github.com/riscv-boom/riscv-boom.git,58ef2720eae13be26b3008c02b5a74ce29c61c44,master,B,CPU-04,CPU-04,btb,P1,btb,12,not_run,discovery_candidate
CAND-0307,serv,serv_aligner,rtl/serv_aligner.v,https://github.com/olofk/serv.git,f200eb2ed7b69ac1c6b8eddd47654522aeee5ce8,main,C,VEC-08,VEC-08,vector_align_slide,P1,aligner,12,not_run,discovery_candidate
CAND-0308,vortex,FullAdder,hw/rtl/libs/VX_csa_32.sv,https://github.com/vortexgpgpu/vortex.git,5d62846c685ae287f9cd3ddd49f4537c40146eae,master,A,INT-01,INT-01,add_sub,P0,adder,12,not_run,discovery_candidate
CAND-0309,vortex,VX_adder4,hw/rtl/afu/firesim/toy/VX_adder4.v,https://github.com/vortexgpgpu/vortex.git,5d62846c685ae287f9cd3ddd49f4537c40146eae,master,A,INT-01,INT-01,add_sub,P0,adder,12,not_run,discovery_candidate
CAND-0310,vortex,VX_afu_axil_demux,hw/rtl/afu/common/VX_afu_axil_demux.sv,https://github.com/vortexgpgpu/vortex.git,5d62846c685ae287f9cd3ddd49f4537c40146eae,master,A,DF-04,DF-04,mux,P0,mux,12,not_run,discovery_candidate
CAND-0311,vortex,VX_amo_alu,hw/rtl/cache/VX_amo_alu.sv,https://github.com/vortexgpgpu/vortex.git,5d62846c685ae287f9cd3ddd49f4537c40146eae,master,A,MEM-26,MEM-26,atomic_memory_order_unit,P1,amo,12,not_run,discovery_candidate
CAND-0312,vortex,VX_amo_unit,hw/rtl/cache/VX_amo_unit.sv,https://github.com/vortexgpgpu/vortex.git,5d62846c685ae287f9cd3ddd49f4537c40146eae,master,A,MEM-26,MEM-26,atomic_memory_order_unit,P1,amo,12,not_run,discovery_candidate
CAND-0313,vortex,VX_async_ram_patch,hw/rtl/libs/VX_async_ram_patch.sv,https://github.com/vortexgpgpu/vortex.git,5d62846c685ae287f9cd3ddd49f4537c40146eae,master,A,MEM-01,MEM-01,1rw_sram_ram,P0,sync ram,12,not_run,discovery_candidate
CAND-0314,vortex,VX_cache_amo,hw/rtl/cache/VX_cache_amo.sv,https://github.com/vortexgpgpu/vortex.git,5d62846c685ae287f9cd3ddd49f4537c40146eae,master,A,MEM-26,MEM-26,atomic_memory_order_unit,P1,amo,12,not_run,discovery_candidate
CAND-0315,vortex,VX_cache_mshr,hw/rtl/cache/VX_cache_mshr.sv,https://github.com/vortexgpgpu/vortex.git,5d62846c685ae287f9cd3ddd49f4537c40146eae,master,A,MEM-16,MEM-16,mshr_miss_tracker,P0,mshr,12,not_run,discovery_candidate
CAND-0316,vortex,VX_cp_unpack,hw/rtl/cp/VX_cp_unpack.sv,https://github.com/vortexgpgpu/vortex.git,5d62846c685ae287f9cd3ddd49f4537c40146eae,master,A,VEC-05,VEC-05,pack_unpack_widen_narrow,P1,unpack,12,not_run,discovery_candidate
CAND-0317,vortex,VX_csr_unit,hw/rtl/core/VX_csr_unit.sv,https://github.com/vortexgpgpu/vortex.git,5d62846c685ae287f9cd3ddd49f4537c40146eae,master,A,CPU-20,CPU-20,csr_privilege_exception_interrupt,P0,csr unit,12,not_run,discovery_candidate
CAND-0318,vortex,VX_demux,hw/rtl/libs/VX_demux.sv,https://github.com/vortexgpgpu/vortex.git,5d62846c685ae287f9cd3ddd49f4537c40146eae,master,A,DF-04,DF-04,mux,P0,mux,12,not_run,discovery_candidate
CAND-0319,vortex,VX_dispatcher,hw/rtl/core/VX_dispatcher.sv,https://github.com/vortexgpgpu/vortex.git,5d62846c685ae287f9cd3ddd49f4537c40146eae,master,A,SYS-02,SYS-02,dispatch_issue_controller,P0,dispatcher,12,not_run,discovery_candidate
CAND-0320,vortex,VX_divider,hw/rtl/libs/VX_divider.sv,https://github.com/vortexgpgpu/vortex.git,5d62846c685ae287f9cd3ddd49f4537c40146eae,master,A,INT-10,INT-10,div_rem,P1,divider,12,not_run,discovery_candidate
CAND-0321,vortex,VX_dxa_watchdog,hw/rtl/dxa/VX_dxa_watchdog.sv,https://github.com/vortexgpgpu/vortex.git,5d62846c685ae287f9cd3ddd49f4537c40146eae,master,A,SYS-10,SYS-10,error_watchdog_timeout_controller,P2,watchdog,12,not_run,discovery_candidate
CAND-0322,vortex,VX_elastic_buffer,hw/rtl/libs/VX_elastic_buffer.sv,https://github.com/vortexgpgpu/vortex.git,5d62846c685ae287f9cd3ddd49f4537c40146eae,master,A,DF-05,DF-05,skid_buffer,P0,elastic buffer,12,not_run,discovery_candidate
CAND-0323,vortex,VX_fanout_buffer,hw/rtl/libs/VX_fanout_buffer.sv,https://github.com/vortexgpgpu/vortex.git,5d62846c685ae287f9cd3ddd49f4537c40146eae,master,A,DF-20,DF-20,broadcast_multicast,P1,fanout,12,not_run,discovery_candidate
CAND-0324,vortex,VX_fma_unit,hw/rtl/fpu/VX_fma_unit.sv,https://github.com/vortexgpgpu/vortex.git,5d62846c685ae287f9cd3ddd49f4537c40146eae,master,A,FP-03,FP-03,fp_fma,P0,fma,12,not_run,discovery_candidate
CAND-0325,vortex,VX_fma_unit_rtl,hw/rtl/fpu/VX_fma_unit_rtl.sv,https://github.com/vortexgpgpu/vortex.git,5d62846c685ae287f9cd3ddd49f4537c40146eae,master,A,FP-03,FP-03,fp_fma,P0,fma,12,not_run,discovery_candidate
CAND-0326,vortex,VX_ks_adder,hw/rtl/libs/VX_ks_adder.sv,https://github.com/vortexgpgpu/vortex.git,5d62846c685ae287f9cd3ddd49f4537c40146eae,master,A,INT-01,INT-01,add_sub,P0,adder,12,not_run,discovery_candidate
CAND-0327,vortex,VX_lsu_adapter,hw/rtl/mem/VX_lsu_adapter.sv,https://github.com/vortexgpgpu/vortex.git,5d62846c685ae287f9cd3ddd49f4537c40146eae,master,A,CPU-14,CPU-14,load_store_unit,P0,lsu,12,not_run,discovery_candidate
CAND-0328,vortex,VX_lsu_agu,hw/rtl/core/VX_lsu_agu.sv,https://github.com/vortexgpgpu/vortex.git,5d62846c685ae287f9cd3ddd49f4537c40146eae,master,A,CPU-14,CPU-14,load_store_unit,P0,lsu,12,not_run,discovery_candidate
CAND-0329,vortex,VX_lsu_mem_arb,hw/rtl/mem/VX_lsu_mem_arb.sv,https://github.com/vortexgpgpu/vortex.git,5d62846c685ae287f9cd3ddd49f4537c40146eae,master,A,CPU-14,CPU-14,load_store_unit,P0,lsu,12,not_run,discovery_candidate
CAND-0330,vortex,VX_lsu_scheduler,hw/rtl/core/VX_lsu_scheduler.sv,https://github.com/vortexgpgpu/vortex.git,5d62846c685ae287f9cd3ddd49f4537c40146eae,master,A,CPU-14,CPU-14,load_store_unit,P0,lsu,12,not_run,discovery_candidate
CAND-0331,vortex,VX_lsu_slice,hw/rtl/core/VX_lsu_slice.sv,https://github.com/vortexgpgpu/vortex.git,5d62846c685ae287f9cd3ddd49f4537c40146eae,master,A,CPU-14,CPU-14,load_store_unit,P0,lsu,12,not_run,discovery_candidate
CAND-0332,vortex,VX_lsu_unit,hw/rtl/core/VX_lsu_unit.sv,https://github.com/vortexgpgpu/vortex.git,5d62846c685ae287f9cd3ddd49f4537c40146eae,master,A,CPU-14,CPU-14,load_store_unit,P0,lsu,12,not_run,discovery_candidate
CAND-0333,vortex,VX_mux,hw/rtl/libs/VX_mux.sv,https://github.com/vortexgpgpu/vortex.git,5d62846c685ae287f9cd3ddd49f4537c40146eae,master,A,DF-04,DF-04,mux,P0,mux,12,not_run,discovery_candidate
CAND-0334,vortex,VX_nz_iterator,hw/rtl/libs/VX_nz_iterator.sv,https://github.com/vortexgpgpu/vortex.git,5d62846c685ae287f9cd3ddd49f4537c40146eae,master,A,CPU-12,CPU-12,register_rename_table,P1,rat,12,not_run,discovery_candidate
CAND-0335,vortex,VX_om_blend_minmax,hw/rtl/om/VX_om_blend_minmax.sv,https://github.com/vortexgpgpu/vortex.git,5d62846c685ae287f9cd3ddd49f4537c40146eae,master,A,INT-04,INT-04,compare_min_max,P0,minmax,12,not_run,discovery_candidate
CAND-0336,vortex,VX_onehot_mux,hw/rtl/libs/VX_onehot_mux.sv,https://github.com/vortexgpgpu/vortex.git,5d62846c685ae287f9cd3ddd49f4537c40146eae,master,A,DF-04,DF-04,mux,P0,mux,12,not_run,discovery_candidate
CAND-0337,vortex,VX_priority_encoder,hw/rtl/libs/VX_priority_encoder.sv,https://github.com/vortexgpgpu/vortex.git,5d62846c685ae287f9cd3ddd49f4537c40146eae,master,A,INT-18,INT-18,priority_encoder_leading_one,P1,priority encoder,12,not_run,discovery_candidate
CAND-0338,vortex,VX_ptw,hw/rtl/vm/VX_ptw.sv,https://github.com/vortexgpgpu/vortex.git,5d62846c685ae287f9cd3ddd49f4537c40146eae,master,A,CPU-19,CPU-19,page_table_walker,P1,ptw,12,not_run,discovery_candidate
CAND-0339,vortex,VX_ptw_cache,hw/rtl/vm/VX_ptw_cache.sv,https://github.com/vortexgpgpu/vortex.git,5d62846c685ae287f9cd3ddd49f4537c40146eae,master,A,CPU-19,CPU-19,page_table_walker,P1,ptw,12,not_run,discovery_candidate
CAND-0340,vortex,VX_ptw_walker,hw/rtl/vm/VX_ptw_walker.sv,https://github.com/vortexgpgpu/vortex.git,5d62846c685ae287f9cd3ddd49f4537c40146eae,master,A,CPU-19,CPU-19,page_table_walker,P1,ptw,12,not_run,discovery_candidate
CAND-0341,vortex,VX_rr_arbiter,hw/rtl/libs/VX_rr_arbiter.sv,https://github.com/vortexgpgpu/vortex.git,5d62846c685ae287f9cd3ddd49f4537c40146eae,master,A,DF-10,DF-10,round_robin_arbiter,P0,rr arbiter,12,not_run,discovery_candidate
CAND-0342,vortex,VX_rtu_fmac3,hw/rtl/rtu/VX_rtu_fmac3.sv,https://github.com/vortexgpgpu/vortex.git,5d62846c685ae287f9cd3ddd49f4537c40146eae,master,A,FP-03,FP-03,fp_fma,P0,fma,12,not_run,discovery_candidate
CAND-0343,vortex,VX_skid_buffer,hw/rtl/libs/VX_skid_buffer.sv,https://github.com/vortexgpgpu/vortex.git,5d62846c685ae287f9cd3ddd49f4537c40146eae,master,A,DF-05,DF-05,skid_buffer,P0,skid buffer,12,not_run,discovery_candidate
CAND-0344,vortex,VX_stream_fork,hw/rtl/libs/VX_stream_fork.sv,https://github.com/vortexgpgpu/vortex.git,5d62846c685ae287f9cd3ddd49f4537c40146eae,master,A,DF-14,DF-14,stream_fork,P1,stream fork,12,not_run,discovery_candidate
CAND-0345,vortex,VX_stream_join,hw/rtl/libs/VX_stream_join.sv,https://github.com/vortexgpgpu/vortex.git,5d62846c685ae287f9cd3ddd49f4537c40146eae,master,A,DF-15,DF-15,stream_join,P1,stream join,12,not_run,discovery_candidate
CAND-0346,vortex,VX_stream_unpack,hw/rtl/libs/VX_stream_unpack.sv,https://github.com/vortexgpgpu/vortex.git,5d62846c685ae287f9cd3ddd49f4537c40146eae,master,A,VEC-05,VEC-05,pack_unpack_widen_narrow,P1,unpack,12,not_run,discovery_candidate
CAND-0347,vortex,VX_tcu_sp_mux,hw/rtl/tcu/VX_tcu_sp_mux.sv,https://github.com/vortexgpgpu/vortex.git,5d62846c685ae287f9cd3ddd49f4537c40146eae,master,A,DF-04,DF-04,mux,P0,mux,12,not_run,discovery_candidate
CAND-0348,vortex,VX_tlb_bus_arb,hw/rtl/vm/VX_tlb_bus_arb.sv,https://github.com/vortexgpgpu/vortex.git,5d62846c685ae287f9cd3ddd49f4537c40146eae,master,A,CPU-18,CPU-18,tlb,P1,tlb,12,not_run,discovery_candidate
CAND-0349,vortex,VX_tlb_cam,hw/rtl/vm/VX_tlb_cam.sv,https://github.com/vortexgpgpu/vortex.git,5d62846c685ae287f9cd3ddd49f4537c40146eae,master,A,CPU-18,CPU-18;MEM-11,cam_tag_cam;tlb,P1,cam;tlb,12,not_run,discovery_candidate
CAND-0350,vortex,VX_tlb_l1,hw/rtl/vm/VX_tlb_l1.sv,https://github.com/vortexgpgpu/vortex.git,5d62846c685ae287f9cd3ddd49f4537c40146eae,master,A,CPU-18,CPU-18,tlb,P1,tlb,12,not_run,discovery_candidate
CAND-0351,vortex,VX_tlb_l2,hw/rtl/vm/VX_tlb_l2.sv,https://github.com/vortexgpgpu/vortex.git,5d62846c685ae287f9cd3ddd49f4537c40146eae,master,A,CPU-18,CPU-18,tlb,P1,tlb,12,not_run,discovery_candidate
CAND-0352,vortex,VX_tlb_mshr,hw/rtl/vm/VX_tlb_mshr.sv,https://github.com/vortexgpgpu/vortex.git,5d62846c685ae287f9cd3ddd49f4537c40146eae,master,A,CPU-18,CPU-18;MEM-16,mshr_miss_tracker;tlb,P0;P1,mshr;tlb,12,not_run,discovery_candidate
CAND-0353,vortex,plru_decoder,hw/rtl/cache/VX_cache_repl.sv,https://github.com/vortexgpgpu/vortex.git,5d62846c685ae287f9cd3ddd49f4537c40146eae,master,A,MEM-19,MEM-19,replacement_policy_unit,P1,plru,12,not_run,discovery_candidate
CAND-0354,vortex,plru_encoder,hw/rtl/cache/VX_cache_repl.sv,https://github.com/vortexgpgpu/vortex.git,5d62846c685ae287f9cd3ddd49f4537c40146eae,master,A,MEM-19,MEM-19,replacement_policy_unit,P1,plru,12,not_run,discovery_candidate
CAND-0355,zipcpu,wbwatchdog,rtl/peripherals/wbwatchdog.v,https://github.com/ZipCPU/zipcpu.git,42606d2d6ef55df313772232977621b2d72f0159,master,B,SYS-10,SYS-10,error_watchdog_timeout_controller,P2,watchdog,12,not_run,discovery_candidate
